doc_key,processed_entities,output_tokens
285,Tiskele Bend drill site; Ministry of Health; Tethys oncologist; Ces; Cesare Nespola; Tethys; oncologist; Kronos; press release; ABILA; Dr. Ronald Gerard; Abila General Hospital; resident; licensed oncologist; history; Nespola's office; Elodis township; Tiskele Bend,256
286,Police; Kronos; 10:00 PM; Cato Rossini; Investigation; Marcella Trapani,40
287,Parliament; Government; Foreign Investment; President Araullo; Kronos; Jobs; Gas Fields; 20 Years; Tiskele Bend; Energy Development Companies; Infrastructure Development; Tax Incentives,47
288,Sten Sanjorge Jr.; tax revenue; $1 billion; Ministry of Interior; Tiskele Bend gas fields; President Araullo; Kronos; 50% or more; education; infrastructure; workforce; year.; Tethys; health care; GAStech International,61
289,Vann; P; POK; Cato Rossini; information; GAStech Headquarters Building; Marcella Trapani; kidnappers,256
290,Police; Carman; 14; GAStech Employees; Breaking; Cato Rossini; GAStech Headquarters Building; GAStech Caterers; Emergency; 14; Marcella Trapani,256
291,Sten Sanjorge Jr.; GAStech; GAStech executives; transition; downtown Abila; reception; media; GAStech Headquarters Building; meeting; Capitol Building,38
292,Police; GAStech; Ransom Request; Presumed Missing; Violent; Years; Kidnapping; Tethyn; Employees; POK; POK Rhetoric; Abila; Criminal; Anarchist; Press Conference,55
293,10:30 AM; Abila fire department; Cato Rossini; Firemen; Fire; Abila; Update; GAStech Headquarters Building; Alarm; Marcella Trapani; Building,256
294,Cato Rossini; Bomb Threat; Marcella Trapani; GAStech Headquarters Building,20
295,Police; GAStech employees; Edvard Vann; family name; POK members; POK; kidnapping; Abila; GAStech Headquarters Building,256
296,GAStech employees; building; roof; Cato Rossini; leaves; helicopter; employees; roof; 20 January 2014; Update; 10:20 AM; evacuate; Marcella Trapani; Kronos Star,256
297,Abila police,256
298,shouting; second hour; convoy; drivers; Rufus Drymia; POK; move out of the road; concerned citizens; police; 5:30 a.m.; POK protesters; environmental policy; Rufus Drymiau; democratic process; Tiskele Bend fields; road; lawful commercial traffic; statement; cursing; 3 hours; truck drivers; Assembly representatives; government-owned land; government property; government spokesman; protesters; entrance; Police officers,512
299,GAStech; GAS; Orhan Strum; Situation; Phone; Cato Rossini; Administrator; Call; Office; GSAtech; GAStech Headquarters Building; Marcella Trapani,256
300,client; seriousness; charges; tax evasion; week's end; ABILA; client's situation; Adrien Carman's statement; Adrien Carman; Nation; Elian Karel; Police spokesman's statement; situation; false; Protectors of Kronos; Kronos; Michale Kraft's statement; Michale Kraft; Kronos police; People; Welfare; Police spokesman,271
301,Police; Carman; Updates; Cato Rossini; Missing People; 7:40 PM; Island of Kronos; Marcella Trapani; Kronos Star,196
302,Police; GAStech; G; GAStech Employees; GAStech Headquarters Building,256
303,GAStech; $20 million,12
304,hospitals; city; Morgue; information; Abila; new; 20 January 2014; calls; nets,28
305,"GAStech; Centers; Missing; Sten Sanjorge, Jr.; Tethys; CEO; Sten Sanjorge, Jr.",256
306,GAStech; corporative reunion; evacu; threat; Kronos; evacuamento; producer; 5 minutes ago; doubts; data; fire practice; people; confusion; real fire; bomb,256
307,GAStech; Kronos; AFD; fire; signaler; construction; relationships,256
308,GAStech; police; reporters; company; construction; building; officials; scene; questions; vehicles; employees; cord; remaining; centers,36
309,GAStech; Abila police; missing; investigation; Abila; kidnapped; individuals,256
310,GAStech; police; day two; news conference; 9:00; event; 21 January 2014; Modern Rubicon; Abila; previewed,33
311,quantity; GAStech; GAS; Kronos; relationship; missing; administrative assistant; employees; Tethys; confirmed,256
312,GAStech; police; rest; happened; restlessness; Abila; confusion; centers,256
313,investment; transported; first airplane; Abila limits; employs; delegation; related ones; SOURCE: Modern Rubicon; PUBLISHED: 20 January 2014; alien corporation; TITLE: ON SCENE BLOG; Rome; edge; hidden destination; seven; smooths; passengers; transactions; GAStech; Kronos; eight people; eight passengers,79
314,GAStech; Fire signaler; False alarm; AFD megaphone; Fire test; Pulled intentionally; Answer; Abila; Fire unit; Fire; Construction; GAStech re-enter; Previewed antifire practice,51
315,GAStech; Government; Justice; Demands; Kronos; Kidnapping; Perpetrators; Group; Responsibilities; Civil employee; Investigators; Victims,35
316,GAStech; terrorist; Edvard Vann; Kronos; POK; Modern Rubicon; 20 January 2014,28
317,GAStech; G,256
318,current; GAStech; police; false; answer; civil; answer; employees; crime scene; Abila; civil employees; perimeter; fire; signaler; false fire signaler; proportion,256
319,activist.; charge; re-united; civil; signaler; commotions; alarming; several; recent; escalation; police; employs; protection; information; SOURCE: Modern Rubicon; Abila; PUBLISHED: 20 January 2014; great part; confirmed; indication; TITLE: ON SCENE BLOG; investigators; demonstrations; employees; allowed; confusion; GAStech; false; group; violence; employ; Kronos; indeterminant; activist; kidnapping; fire; number,119
320,"GAStech; Airport; Kronos; Departure; Jet; Refueling; Fuel; Sten Sanjorge, Jr.; Tethys",34
321,"fourteen; still to be confirmed; two jets; confirmed; still to be; other airplane; destination; Abila; passengers; Rome, Italy; sixteen; airport",256
322,GAStech; Linda Lagos; Orhan Strum; threat; 13; line; false alarm; Ms. Lagos; Mr. Strum; bomb,256
323,"complied; GAStech; Sanjorge, Jr.; morning; reunion; government; CEO; CEO; reception",256
324,GAStech; police; morning; conference; names; Kronos; speculation; missing; robbed; government; Abila; search; civil employees; Tethys; freed; confusion,40
325,"GAStech; G; Abila; Rome, Italy",256
326,police; cover; news conference; soon; begin; Abila; it; yard,22
327,GAStech; Name; Unknown People; Previous Ones; Conference Room; Kronos; Centers; January; Refused; Employee; Black Clothing; Reunion; Employ; Construction; 20; Posterior,53
328,GAStech; unmarked; government civil employees; police; Kronos; marriage; allies; windows; cord; Inks; centers; black automobile; concurred,256
329,GAStech; Kronos; Orhan Strum; government of Kronos; Kronos; Sten Sanjorge; Abila; Ada Campo-Corrente; Willem Vasco-Pais; Jr.,256
330,GAStech; police; voices; cares; pictures; fire unit; 20 January 2014; lacking; 20; centers,256
331,Real; Bomb; Threat; Restlessness; Abila; Smoke; Fire unit; Construction,256
332,GAStech; Evacuation; Confusion; Event; Direction; Robbing; Exact; Dark clothed figures; Employs; Event; Construction; Victims,256
333,reinforce; attention-aandacht-zoekende; threats; cousin; POK; organization; president; strength; Kapelou; security; minister of health; fact; letters; Vincent Kapelou,256
334,Government; Dead; POK; Collections; Protestors; Comment; GAStech; Pattern; GAStech construction; Guards; Official declaration; Police force; Environment pollution; Aggressive tactic; Chanting slogans; Civil servants; Incident; Undulating signs; Adrien Carman; GAStech; Kronos; Visages; Decreased; GAStech headquarters; Public security,512
335,"GAStech; Kronos; Adrien Carman; Michale Kraft; police force preservation; Sten Sanjorge, Jr.; Elian Karel",256
336,rise; civil servants; goods; Kronos; defended; previous year; guards; government; government change apprehension; Siopa van Abila; Abila; protests; windows; Elian Karel; declaration; government change apprehension; zoon; Hagar Awelon,512
337,collective international vows; Valeria Edris; died; movement; wrong results; Elodis; Rufus Drymiau; largesse; Abila; Marcellus Edris; hospital; Celia Edris; money; Marcellus Ed; Carmine Edris; GAStech; three passengers; remaining family members; Kronos; truck driver GAStech; driver; scene; family; driver Elodisian; 2007/04/12; accident,256
338,GAStech; IPO; Kronos; planning; wind falls; Jr.; Sanjorge,21
339,Mandate; Country; October; 36%; Kronos; Vision; ABILA; President; Poll; Election; Dorel Kapelou II; 62%; delouse Araullo; Victory,43
340,GAStech; International employees; Early reports; Removal; International gas company; Missing people; Kronos; Official credit; Infrastructure; Job; People of Kronos; Nothing; Aid supplies; Infrastructure; Government of civil servants,256
341,examine; detrimental; civil servants; research; Residents; carrot; health questions; Sicknesses; Government of GAStech; Causes; cause; debt; ABILA; Tiskele; Elodis; Concerned; research.; Sicknesses; Government Elodis; Government of Kronos; International health standards; Carrot; 20 km; Plan; people; GAStech; Municipality; Kronos; town people; 1997/10/17; government report; moment,318
342,Government; Environment questions; rock; clashes; Protests; Violating; Bending Tiskele; Elodis; Rufus Drymiau; Noise kick; Environment; Civil servants; Arrest; arrests; government bldg.; trashing; Van GAStech; Guards of Kronos; GAStech; burning; police force; Kronos; Solved.,81
343,14 GAStech employees; Government; Rock-Hard; Press; Vann; POK; government; leaves; Member; Criminal; Frankness; Emphasis; Edvard Vann; Elodis; Abila; stone.; Rock-Hard; unturned; President; Civil Servants; Terrorist Group; GAStech; police force; Kronos; Police Force; Security Guard,283
344,"IPO; Gasboring; COO Orhan Strum; Checking Share; Exploration; Miriam Avila; Production of gas; CIO Ada campo-Corrente; 5 millions cubic meters of gas; Headquarters of GAStech; Willem Vasco-Pais; Sten Sanjorge, Jr.; Center of GAStech; GAStech; Kronos; M. Sanjorge, Jr.; International; Ms. Avila; International transactions; Tethys; CFO Ingrid Barranco",340
345,addiction; violence; drugs; Kronos drug sale; Kronos; heroin; Middle East; violent activist groups; guards; Europe; hashish; Africa; Abila,36
346,Party of the Union; 2 Seats; 13 Seats; Tea; Kronos; Organization of Matter; Ever; 85 Seats; President Dorel Kapelou II; Where; Democratic Party of Kronos; General Meeting; Ren Touvi,53
347,Government; Illness; 1997/04/25; Source; Proportion; Pollution; Tiskele; Elodis; Abila; Cooperation; GAStech international; Duty; Problem; Solution; International GAStech; Kronos; Beginning; People; Health,66
348,Lobby; Government; Apply; Wellness; Pollution; WFA; Selenium; Toluene; Barium; Water; Activist Group; Xylene; Group; Action; Benzene; Activist; Chromium; GAStech; Kronos; Community; Lead; Arsenic; Tethys; Group,256
349,Two Criminals; Justice; Adrien Carman; Light Day; POK; Nevel; Government Possessions; Car of Civil Servants; Worsening Situation; Emblem POK; Schenden; Police Force Civil Servants,51
350,Government; Banners; Protests; POK; Blood; Baton Blows; Police; Plaza; Arrested; Clearred; Abila; Security; Plaza; Pictures; Batons; Teargas; Vertrappeldelde; Police Forces; Martyrs; Protesters; Rejected; Signs; Government Bldg.; Kronos; Police Force; Smoke; Chanting,512
351,chromium; xylene; Wellness; POK; government; Juliana Vann; tax evasion; charges; babble; WFA; deaths; Elodis; Tiskele; pollution; radical; Abila; protests; Jeroen Karel; toluene; demonstrations; Kronos POK; barium; government action; Elian Karel; public threat; arsenic; GAStech; Karel van Elian; violence; Kronos; selenium; activist; poisonings; benzene; lead; violent,362
352,"Ravi Danisliau; GAStech; seven or consider passengers; Kronos; 2014/01/20; Rome, Italy; Danisliau; two private jets; company types; Abila; celebrate; fueler; haste; fourteen up to sixteen people",305
353,patrols; They; violent demonstrations; put; change; POK; government; prison; windows; civil servant; shop; prove; them; chant; signs; arrest; building.; stomme; guards; conflicts; district Siopa; vandalism; public threat; can; themselves; police force; Kronos; Emilio Haber; painting; in; bldg; stomme; shop owner; rocks,322
354,Resources; Siopa; Kronos; Water pollution; Peace; Guards; Approaches; Elodis; POK; Justify; Peaceful; Destruction; Abila; Violence; Change; Elian Karel,83
355,10:00; Press; One month; civil servants; government; Recent news; freight carriages; reception; Edvard Vann; department of the police force; morning meeting; ABILA; Initial public GAStech; Declaration; CEO Sten Sanjorge Jr.; Abila Kronos; President GAStech; office; collective meeting; Responsibility; GAStech; International GAStech; department of the fire; Kronos; gebeëindigd; reports; fire; Removal; Tethys,320
356,Udawalawe Reservoir; Sabaragamuwa; 30 June 1972; Uva Provinces; Sri Lanka; Walawe River; Colombo; Udawalawe National Park,91
357,necessary; collars pin have been rung; findings; double GAStech; problem; clearance; collars pin; evacuation; incidents; collars pin have; broken bones; collars; fire ball; deaths; Tiskele; Elodis; collars which pin have; Sunday morning; explosion; shortage; previous; methane gas; official cause; investigation; employees; houses; residents; wounds; GAStech; Kronos; source; government research; local residents; collars have been rung; fire; reports; injuries,512
